58.233,0,8262
81.133,0,15375
173.37,3491,22775
174.17,4293,28134
158.07,2119,22793
408.7,23193,47668
190.77,6576,26695
104.63,25,13527
109.37,81,13999
88.467,0,13455
247.27,10437,35169
157.47,2390,21895
119.03,311,15617
94.367,0,17193
76.2,0,12535
200.97,5446,29998
451.1,28130,50064
259.27,11252,32782
90.333,0,14785
137.97,1231,23233
104.37,1,18105
134.1,1006,23191
159.23,3405,26670
74,0,12885
113.93,177,20415
84.867,0,14637
302.27,14604,38413
264.57,10466,34084
94.633,0,16285
112.2,135,16962
107.67,34,17094
73.633,0,10665
69.333,0,10627
150.13,2046,22793
201.97,8616,34829
246.33,9226,33492
68.433,0,8373
78.633,0,13822
214.43,6277,28801
175.77,4419,23837
70.933,0,12396
52.933,0,9511
159.83,2223,26615
140.5,1175,23456
93.4,0,15548
83.7,0,13715
101.87,0,16880
68.9,0,12820
193.87,5512,30348
71.733,0,8104
103.07,1,13595
70.067,0,11339
94.8,0,12466
202.13,5866,31010
111.43,90,19461
273.2,12397,36879
131.1,705,15784
81.567,0,13058
79.467,0,12867
83.267,0,14072
244.53,9617,30196
96.6,0,17659
93.9,0,17691
111.13,92,19757
98.867,19,14265
176.13,5411,29760
70.233,0,13061
93.667,0,15930
340.63,16374,41382
70.067,0,12162
491.17,28519,50791
143.97,1438,21306
183.83,4544,27628
113.93,214,17988
236.6,9745,31777
77.6,0,13140
97.867,0,20263
343.27,16059,38618
152.07,2197,20316
314.7,16653,37798
101.67,6,16410
92.533,0,14617
153,2610,24620
142.97,1233,20992
118.03,282,19748
165.3,2156,21409
98.467,3,19640
115.93,213,18435
107.3,21,18374
127.6,690,20969
63.633,0,9646
139.47,1188,19455
121.2,368,19354
93.733,0,15666
153.4,1899,25259
114.3,180,19516
61.4,0,9666
127.4,594,18226
102.07,2,21326
133.33,743,11702
114.43,171,17485
72.867,0,12386
63.467,0,9427
266.6,12501,34414
98.933,0,14378
66.933,0,11636
85.533,0,11631
88.6,0,16790
436.93,24361,48378
89.767,0,14567
122.83,424,18474
117.13,250,16338
210.87,6066,28770
62.133,0,9505
270.03,11977,36469
85.233,0,13218
142.47,2489,27087
206.47,7432,31003
92.433,0,16144
70.2,0,11277
375.13,20895,41481
135.83,881,21623
124.33,492,18383
96.033,2,18988
66.267,0,10779
82.333,0,10953
155.63,2566,23821
98.8,0,16203
101.77,4,15994
95.733,0,15656
198.33,6948,31510
168.9,4606,30060
357.43,21733,45501
237.2,9972,34693
149,1905,25749
69.433,0,15060
129.57,726,20428
134.7,1135,20186
89.733,0,10460
122.87,560,23754
218.03,9532,30659
98.9,0,13160
686.73,39899,58455
177.77,5383,30125
87.4,0,15750
96.433,0,16087
231.2,9375,32637
456.23,26917,49074
62.1,0,8327
92.333,0,14453
81.667,0,12532
132.27,1727,27734
111.43,115,16628
133.37,966,21410
377.77,22899,45128
64.833,0,11332
77.7,0,11479
107.8,77,15366
279.07,12737,36536
74.067,0,12346
76.5,0,11538
79.767,0,12392
127.37,755,22197
71.133,0,11325
174.7,3275,24792
94.133,0,18529
142.83,1595,23017
105.03,28,18790
260.67,10760,32597
120.97,440,24228
138.33,1119,20322
111.8,98,17620
64.867,0,12769
198.17,8144,32677
88.5,0,18588
526.5,32125,52714
277.93,13335,36719
100.63,0,13654
96.6,0,19499
223.7,8808,34168
227.47,8659,31882
106.2,93,15850
190.13,4998,27525
106.9,32,13563
270.03,11007,35207
224.77,8056,31865
128.1,693,23597
116.27,225,22869
172.7,3185,26035
177.5,5175,29916
139,1181,21712
154.4,2199,22956
77.733,0,9930
87.7,0,13829
142.43,1444,21955
75.733,0,11728
65.667,0,9858
99.667,0,15271
151.8,1677,22492
74.567,0,10430
143.1,1110,21045
282,12270,36945
272.8,12104,34599
229.53,8667,29040
66.1,0,11081
151.77,2051,21273
90.167,0,12635
556.5,32269,52371
117.57,264,18271
111.57,93,17266
79.267,0,12999
206.1,7204,32003
147.7,1819,24838
171.67,3380,25378
99,0,15958
198.67,6302,31228
132.1,1019,19228
79.433,0,12873
163.1,3136,25625
234.23,8716,34521
99.633,0,17791
95.2,0,15987
78.1,0,15730
234.93,9039,30334
60.867,0,8053
296.5,12725,36227
77.833,0,9137
430.3,26310,47142
130.93,747,22417
109,68,16728
277.27,11452,31238
209.27,5686,26917
109.8,69,15701
72,0,10175
102.3,1,16276
79.5,0,14848
193.53,5896,25664
143.97,1264,22249
183.97,4071,27503
102.4,0,22151
65.733,0,11728
178.03,4222,29822
234.57,10863,32602
127.67,735,23128
220.37,8666,33914
62.167,0,11711
60.2,0,6869
212.53,9087,34148
78.167,0,10072
247.37,9360,28148
117.83,268,21914
75.933,0,12077
73.833,0,11098
116.07,219,19941
209.4,6519,29172
92.067,0,14345
80.967,0,12674
73.867,0,10082
202.9,6937,32199
167.27,3214,26561
68.867,0,8763
85,0,11671
141.7,1575,24087
120.93,565,19195
120.27,350,18769
251.8,11828,34077
166.1,2595,23470
102.37,0,14536
200.2,6717,30448
145.6,1450,21976
64.2,0,9146
86.9,0,13723
115.43,226,18395
302.7,13099,36498
211.97,7558,32644
79.8,0,11550
66.567,0,7990
237.63,10754,31187
77.767,0,10644
95.9,0,15510
207.27,6250,30100
181.03,4134,26742
156.37,3682,28586
123.03,528,20981
202.37,7845,32603
111.33,97,16923
67.767,0,9113
97.767,1,18323
222.7,7143,31776
257.2,11085,33737
144.9,1745,25279
256.17,12518,34728
93.733,0,14836
98.4,0,14606
93.867,0,11362
136.23,1146,24287
164.8,2406,23350
207.43,6655,29431
314.57,17558,41405
206.2,6534,31972
108.47,53,16920
160.1,2842,24958
78.1,0,13267
76.333,0,11674
53.6,0,8166
94.767,4,17946
65.9,0,10279
109.17,87,19682
61.967,0,8486
156.53,2835,27069
250.2,10447,31709
172.13,2979,27871
183.83,6479,31158
161.43,3860,28155
172.13,3878,27625
156.9,2309,27392
146.6,2182,25460
99.067,4,16939
108.77,92,22786
156.03,2505,25186
121.73,382,17811
146.7,1374,22032
119.13,315,18368
217.6,9605,33731
143.2,1558,21504
114.2,241,19837
88.7,0,14337
107.03,52,14274
74.667,0,13414
135.27,864,20787
77.7,0,16898
220.5,7732,29434
207.8,6505,27862
118.3,435,18406
191.2,5041,29819
63.833,0,9732
182.33,5587,29726
251.27,10965,34853
98.933,0,15897
72.5,0,9105
83.233,0,13935
81.433,0,17695
100.77,0,20358
291.03,14952,39055
282.2,14857,39078
73.6,0,10773
120.3,346,19584
207.57,6002,30975
76.533,0,13983
97.1,0,15209
155.03,1975,23863
144.8,1478,20798
58.133,0,8507
201.47,4536,27122
58.567,0,8640
136.73,962,19414
137.33,966,19316
140.07,1352,23227
71.733,0,13267
75.567,0,12386
326.9,17182,40636
88.533,0,17140
125.37,1121,20513
118.23,294,16890
303.33,17626,40978
131.77,747,18913
233.03,7448,31033
183.47,5168,31500
162.17,2773,22758
135.8,866,21890
65.133,0,9661
391.53,22146,44510
142.63,1293,21199
230.53,8409,33685
158.2,3671,22506
94.667,0,16300
93.033,0,15790
120.23,402,18223
121.9,388,20572
92.833,0,13776
67.633,0,9827
172.27,4005,27962
76.7,0,13012
176.63,3649,25363
165.1,2837,24855
63.833,0,10209
77.367,0,10766
177.1,4241,29660
214.27,5940,28937
138.53,1508,21541
166.7,3371,23504
150.17,2015,24363
107.13,112,15513
111.5,102,20655
143.23,1601,22856
81.867,0,12466
113.67,147,18889
213.4,8713,33522
375.43,23115,45679
106.13,26,19382
96.133,0,16535
217.93,7124,28718
165.1,2472,23547
124.3,589,24963
71.6,0,8229
170.7,3001,26400
448.37,26038,47776
200.23,6551,27851
254.67,11028,36675
105.7,31,16492
89.9,0,16176
126.03,615,19579
142.97,1165,22798
83.367,0,10749
160.9,2889,21914
107.3,31,16680
92.733,0,17719
97.4,0,15391
283.57,13312,34700
137,1058,23149
160.17,3392,28750
147.93,1533,22607
66.933,0,7909
153.93,2052,25419
114.5,169,17156
287.17,15284,40216
101,15,13349
99,0,18396
70.7,0,9742
152.23,2447,22573
84.467,0,10630
198.33,5542,29572
149.97,1535,21846
130.67,713,20872
169.9,3828,26743
166.7,3343,25382
319.67,16674,36172
115,181,17495
112.83,163,16868
80.6,0,13165
191.93,5231,27918
71.8,0,10270
77.667,0,13698
68.633,0,9701
390.53,21572,45384
140.33,1167,23281
137.3,1732,24950
251.93,10410,34761
448.13,26579,46370
77.033,0,14771
129.6,774,20565
202.13,8491,35149
100.47,4,15231
240.97,8837,32549
283.93,12231,35463
147.63,1738,23109
72.867,0,9492
224.73,8279,28049
400.2,21890,45160
119.93,360,21075
121.93,390,15168
74.8,0,10250
222.07,9366,34242
116.5,251,16777
66.2,0,8830
86.367,0,15482
145.6,3411,31002
126,885,25410
79.833,0,14857
223.97,8621,29204
162.4,3014,23355
74.233,0,11771
108.67,65,20924
86.667,0,10526
159.43,2690,24950
79.133,0,13817
62.433,0,9194
263.87,10663,33062
439.77,26673,47742
117.47,259,20389
77.3,0,17005
269.1,11682,35131
97.233,0,15538
102.23,0,15623
73,0,8970
104.83,32,17387
207.1,6197,30672
75.133,0,10353
125.27,543,19423
136.43,980,19309
198.6,5572,27156
257.57,10716,32201
86.933,0,18187
107.7,42,21371
92.1,0,16408
152.43,1450,16729
88.667,0,12197
102.77,6,15357
60.8,0,9455
86.367,0,14124
117.5,485,23757
321.73,15817,40218
271.13,12662,38470
82.967,0,14206
189.43,5575,26931
137.67,1297,25037
72.1,0,11192
123.3,451,21324
162.03,3038,27113
252.43,11844,37984
227.07,8043,27999
96.5,0,17183
120.97,558,18520
114.77,208,19225
102.87,5,15178
98.367,4,17470
93.833,1,15604
105.4,15,16354
107.5,47,18787
87.333,0,14129
269.47,13656,39996
149.87,2873,22257
217.87,9113,34255
124.83,600,20885
292.4,14146,35463
98.233,0,15003
76.567,0,9596
298.7,14003,38225
209.8,7570,32069
149.1,1561,21177
74.133,0,10510
210.77,6582,29856
167.63,3784,28759
62,0,12513
141.97,1515,21489
169.6,3344,27825
64.9,0,7893
143.03,1425,23520
156.03,2016,23894
114.43,174,17984
142.6,1300,21992
109.3,108,21075
321,16105,38414
203.63,6504,30670
97.833,0,14711
387.77,21726,43814
73.933,0,10285
262.87,11470,33248
74.033,0,11101
102.37,13,16978
102.57,1,16626
113.13,180,21779
121.4,406,22772
134.3,881,21390
220.2,8112,32331
171.1,2833,23793
76.6,0,12469
94.867,0,16642
90.433,0,14601
172.67,4843,28018
66.8,0,8867
111.7,105,23270
61.4,0,11250
152.03,2268,25415
92.533,0,16756
260.07,11526,36044
84.5,0,15412
398.43,22003,43423
90.067,0,20477
91.367,0,15582
113.07,131,19708
237.63,12596,37459
163.4,2735,25224
62.133,0,9496
181.63,4896,30437
120.2,336,15914
227.7,10518,36104
101.77,42,15040
130.17,639,19947
102.27,7,18090
77.733,0,13368
160.4,2319,23267
123.13,437,17983
151.63,1542,17365
