151.87,3784,45730
273.67,15332,45592
316.93,18952,46565
176.6,5632,48338
119.63,669,38977
111.27,206,39689
288.1,16894,50158
102.17,31,40324
280,15964,46576
178.77,6679,43633
169.83,3978,43996
484.13,29633,55562
163.23,3593,43810
100.37,8,26760
87.567,0,30406
576.6,33279,53604
108.13,56,33511
105.7,32,37941
153.63,4739,49936
123,1019,37771
138.27,2030,40073
115.03,224,38976
376.03,21035,47162
170.07,4345,44423
147.47,1643,45050
164.9,7435,54443
123.3,701,43971
93.767,0,33195
171.8,5875,50748
103.97,28,34599
117.1,484,37600
127.47,1298,44926
138.83,1621,40589
237.5,11595,53494
420.93,25719,51459
110.83,110,34179
222,8923,43871
173.83,6394,45992
154.6,2180,42229
156.47,3038,48275
131.93,1069,40560
136.73,1068,39175
162.67,3983,40387
112.53,198,36625
215.67,13993,61375
130,1067,45264
125.73,825,38028
206.63,7239,48641
168.47,4434,44909
166.67,3875,42219
129.3,865,41071
119.33,315,33787
194.57,4508,43576
261.67,13754,49823
393.1,22712,49720
154.1,3884,40884
115.07,210,38006
157.03,4285,43439
164.77,4462,42574
134.73,1475,40162
100.03,3,32014
106.1,21,35694
189.4,4749,46044
154,6134,52521
160.67,3198,43568
129.03,1150,41816
130.5,767,42592
225.33,8336,41267
115.8,343,44078
148.5,3107,44278
388.37,22632,48109
164.07,4120,43093
380.57,22118,46352
190.73,8727,46465
212.97,9921,53365
126.03,629,36802
251.23,12081,48191
223.9,9844,44323
120.4,706,42323
113.13,135,34824
111.9,123,32633
147.23,4061,51263
169.4,4107,40838
149.03,3839,37472
84.433,0,30498
496.2,31557,57585
182.8,8190,41064
82.8,0,32646
92.6,0,33758
201.07,8203,52572
130.57,951,33518
138.87,2316,39148
155.4,5261,46762
136.87,1901,43786
277.13,14199,46987
107.4,33,35774
119.73,645,34753
154.23,4541,46128
103.4,27,36604
108.1,41,35310
139.17,3883,48881
150.03,2802,40176
345.47,19345,47105
122.24,276,30967
151.47,2110,38087
116.57,482,37500
127.73,936,42455
127.87,780,44481
373.13,21702,54521
309.87,19789,53002
159.87,3319,45968
195.27,8886,43513
175.63,7122,44660
115.37,213,39442
126.1,1265,35059
208.6,8383,42676
224.87,12543,46767
180.97,7310,48739
121.53,786,39045
111.2,88,30568
271.77,14228,48886
178.87,6288,47534
181.33,5637,43665
216.53,7682,45051
145.27,2309,42647
157.77,2760,45699
106.63,39,33746
250.07,11049,44049
148.3,1853,42124
276.17,13789,48039
124.37,1138,42528
96.7,0,33712
90.433,0,26278
143.87,1107,35700
133.83,2235,43520
109.53,131,38732
246.63,12094,59405
121.4,443,38085
151.7,2250,42051
131.5,1361,36076
155.77,4541,46432
135.93,1894,39397
140.7,2523,50881
