IC_prev_avg_max,IC_prev_avg_max_bio,IC_ex_max,IC_ex_max_bio
63.1,59.6666666666667,0.0,0.0
63.2333333333333,59.7166666666667,0.0,0.0
63.2333333333333,59.7833333333333,0.0,0.0
63.2666666666667,59.85,0.0,0.0
63.3166666666667,59.95,0.0,0.0
63.3833333333333,59.9666666666667,0.0,0.0
63.4166666666667,59.9833333333333,0.0,0.0
63.4166666666667,60.05,0.0,0.0
63.4333333333333,60.1,0.0,0.0
63.45,60.1166666666667,0.0,0.0
63.5166666666667,60.1333333333333,0.0,0.0
63.5333333333333,60.1833333333333,0.0,0.0
63.5666666666667,60.2166666666667,0.0,0.0
63.6333333333333,60.3,0.0,0.0
63.8333333333333,60.3,0.0,0.0
63.85,60.3833333333333,0.0,0.0
63.9166666666667,60.4666666666667,0.0,0.0
63.9333333333333,60.4833333333333,0.0,0.0
64.0333333333333,60.5833333333333,0.0,0.0
64.2,60.6333333333333,0.0,0.0
64.2333333333333,60.6833333333333,0.0,0.0
64.25,60.7,0.0,0.0
64.2666666666667,60.75,0.0,0.0
64.3166666666666,60.9,0.0,0.0
64.3333333333333,60.9333333333333,0.0,0.0
64.4,60.95,0.0,0.0
64.4666666666667,61.1,0.0,0.0
64.4833333333333,61.1833333333333,0.0,0.0
64.4833333333333,61.2,0.0,0.0
64.5833333333333,61.2,0.0,0.0
64.6,61.2166666666667,0.0,0.0
64.6,61.2666666666667,0.0,0.0
64.6166666666667,61.3333333333333,0.0,0.0
64.6666666666667,61.3666666666667,0.0,0.0
64.6666666666667,61.4,0.0,0.0
64.8333333333333,61.45,0.0,0.0
64.8333333333333,61.45,0.0,0.0
64.85,61.4833333333333,0.0,0.0
64.85,61.5333333333333,0.0,0.0
64.9333333333333,61.5666666666667,0.0,0.0
64.9333333333333,61.65,0.0,0.0
64.9333333333334,61.65,0.0,0.0
64.95,61.7166666666667,0.0,0.0
65.0,61.7333333333333,0.0,0.0
65.0166666666667,61.8333333333333,0.0,0.0
65.0833333333333,61.85,0.0,0.0
65.1166666666666,62.25,0.0,0.0
65.1166666666667,62.3,0.0,0.0
65.2666666666667,62.3333333333333,0.0,0.0
65.2666666666667,62.5333333333333,0.0,0.0
65.3,62.5666666666667,0.0,0.0
65.3166666666667,62.5666666666667,0.0,0.0
65.4833333333333,62.5833333333333,0.0,0.0
65.5,62.6166666666667,0.0,0.0
65.5333333333333,62.6166666666667,0.0,0.0
65.55,62.85,0.0,0.0
65.7833333333333,62.8666666666666,0.0,0.0
65.7833333333333,62.9333333333333,0.0,0.0
65.8833333333333,63.1166666666667,0.0,0.0
65.8833333333333,63.1166666666667,0.0,0.0
65.9,63.1666666666667,0.0,0.0
65.9666666666667,63.1666666666667,0.0,0.0
66.0166666666667,63.2,0.0,0.0
66.1333333333333,63.2,0.0,0.0
66.2333333333333,63.3,0.0,0.0
66.3,63.3333333333333,0.0,0.0
66.3166666666667,63.5833333333333,0.0,0.0
66.4333333333333,63.6333333333333,0.0,0.0
66.4666666666667,63.6833333333333,0.0,0.0
66.5,63.6833333333333,0.0,0.0
66.5666666666666,63.6833333333333,0.0,0.0
66.6,63.75,0.0,0.0
66.6833333333333,63.8666666666666,0.0,0.0
66.8166666666667,63.8666666666667,0.0,0.0
66.9833333333333,63.9166666666667,0.0,0.0
67.0333333333333,64.1166666666667,0.0,0.0
67.05,64.35,0.0,0.0
67.1166666666667,64.4333333333333,0.0,0.0
67.15,64.45,0.0,0.0
67.1833333333333,64.7,0.0,0.0
67.2666666666667,64.9333333333333,0.0,0.0
67.2666666666667,65.0,0.0,0.0
67.3,65.1333333333333,0.0,0.0
67.3,65.15,0.0,0.0
67.3333333333333,65.1666666666667,0.0,0.0
67.35,65.25,0.0,0.0
67.35,65.2666666666667,0.0,0.0
67.35,65.3333333333333,0.0,0.0
67.4166666666667,65.4666666666667,0.0,0.0
67.55,65.4833333333333,0.0,0.0
67.55,65.7666666666667,0.0,0.0
67.6333333333333,65.8333333333333,0.0,0.0
67.6666666666666,65.95,0.0,0.0
67.6666666666667,65.9833333333333,0.0,0.0
67.6666666666667,66.0333333333333,0.0,0.0
67.7333333333333,66.0666666666667,0.0,0.0
67.8166666666667,66.15,0.0,0.0
67.8166666666667,66.25,0.0,0.0
67.8333333333333,66.3333333333333,0.0,0.0
67.85,66.4833333333333,0.0,0.0
67.8666666666666,66.7166666666666,0.0,0.0
67.9166666666667,66.9833333333333,0.0,0.0
67.9333333333333,67.0833333333333,0.0,0.0
67.9333333333333,67.1666666666667,0.0,0.0
67.9666666666667,67.2166666666667,0.0,0.0
68.0,67.5333333333333,0.0,0.0
68.0833333333333,67.5666666666667,0.0,0.0
68.15,67.75,0.0,0.0
68.1666666666667,67.85,0.0,0.0
68.2166666666667,67.9666666666667,0.0,0.0
68.3333333333333,67.9666666666667,0.0,0.0
68.35,68.0833333333333,0.0,0.0
68.3666666666667,68.2333333333333,0.0,0.0
68.3833333333333,68.3333333333333,0.0,0.0
68.4333333333333,68.4666666666667,0.0,0.0
68.4666666666667,68.4666666666667,0.0,0.0
68.5333333333333,68.6166666666667,0.0,0.0
68.5333333333333,68.7166666666667,0.0,0.0
68.55,68.8166666666666,0.0,0.0
68.55,68.8833333333333,0.0,0.0
68.6333333333333,68.8833333333333,0.0,0.0
68.7833333333333,68.8833333333333,0.0,0.0
68.8166666666667,69.25,0.0,0.0
68.8666666666667,69.2833333333333,0.0,0.0
68.8833333333333,69.3333333333333,0.0,0.0
68.8833333333333,69.3333333333334,0.0,0.0
68.9833333333333,69.4,0.0,0.0
69.05,69.4166666666666,0.0,0.0
69.0666666666667,69.5333333333333,0.0,0.0
69.1666666666667,69.55,0.0,0.0
69.2666666666667,69.7166666666667,0.0,0.0
69.35,69.8166666666667,0.0,0.0
69.3833333333333,70.05,0.0,0.0
69.4,70.2333333333333,0.0,0.0
69.4333333333333,70.4333333333333,0.0,0.0
69.4833333333333,70.55,0.0,0.0
69.6,70.6,0.0,0.0
69.65,70.6,0.0,0.0
69.6666666666667,71.0666666666667,0.0,0.0
69.6666666666667,71.0833333333333,0.0,0.0
69.6666666666667,71.1,0.0,0.0
69.7333333333333,71.1666666666667,0.0,0.0
69.8,71.3166666666667,0.0,0.0
69.8166666666666,71.4333333333333,0.0,0.0
69.8333333333333,71.4666666666667,0.0,0.0
69.8666666666666,71.55,0.0,0.0
69.9333333333333,71.8333333333333,0.0,0.0
69.9833333333333,71.8666666666667,0.0,0.0
69.9833333333333,71.9333333333333,0.0,0.0
70.0333333333333,72.2833333333333,0.0,0.0
70.1333333333333,72.2833333333333,0.0,0.0
70.15,72.3166666666666,0.0,0.0
70.2166666666667,72.3166666666667,0.0,0.0
70.2333333333333,72.35,0.0,0.0
70.2666666666667,72.45,0.0,0.0
70.4833333333333,72.5666666666666,0.0,0.0
70.6166666666667,72.7666666666667,0.0,0.0
70.65,72.9666666666667,0.0,0.0
70.7333333333333,73.0166666666667,0.0,0.0
70.75,73.0166666666667,0.0,0.0
70.8,73.0333333333333,0.0,0.0
70.9166666666666,73.0333333333333,0.0,0.0
70.9166666666667,73.2166666666667,0.0,0.0
71.2333333333333,73.25,0.0,0.0
71.2333333333333,73.3,0.0,0.0
71.25,73.4833333333333,0.0,0.0
71.3333333333333,73.5666666666667,0.0,0.0
71.3333333333333,73.6333333333333,0.0,0.0
71.3833333333333,73.65,0.0,0.0
71.3833333333334,74.05,0.0,0.0
71.45,74.1833333333334,0.0,0.0
71.5333333333333,74.3333333333333,0.0,0.0
71.5833333333333,74.3666666666667,0.0,0.0
71.65,74.45,0.0,0.0
71.7,75.0,0.0,0.0
71.7166666666667,75.05,0.0,0.0
71.75,75.0666666666667,0.0,0.0
71.7666666666667,75.15,0.0,0.0
71.9666666666667,75.2166666666666,0.0,0.0
72.1166666666667,75.2333333333333,0.0,0.0
72.1333333333333,75.2666666666667,0.0,0.0
72.2,75.3666666666667,0.0,0.0
72.2333333333333,75.4666666666667,0.0,0.0
72.2833333333333,75.75,0.0,0.0
72.2833333333333,75.7833333333333,0.0,0.0
72.2833333333333,75.9333333333333,0.0,0.0
72.2833333333333,76.0166666666666,0.0,0.0
72.5333333333333,76.0166666666667,0.0,0.0
72.55,76.1833333333333,0.0,0.0
72.7333333333333,76.45,0.0,0.0
72.8666666666667,76.9333333333334,0.0,0.0
72.8833333333333,77.0666666666667,0.0,0.0
73.1333333333333,77.1833333333333,0.0,0.0
73.15,77.25,0.0,0.0
73.1666666666667,77.45,0.0,0.0
73.2833333333333,77.5666666666666,0.0,0.0
73.3666666666667,77.7,0.0,0.0
73.4,77.8,0.0,0.0
73.5,77.8166666666667,0.0,0.0
73.7,78.2,0.0,0.0
73.7333333333333,78.35,0.0,0.0
73.7833333333333,78.6,0.0,0.0
73.8,78.8333333333333,0.0,0.0
73.85,79.1333333333333,0.0,0.0
73.85,79.1833333333333,0.0,0.0
73.8666666666667,79.6166666666667,0.0,0.0
73.9833333333333,79.65,0.0,0.0
74.0,79.6833333333333,0.0,0.0
74.0166666666667,79.7666666666667,0.0,0.0
74.1,79.9666666666667,0.0,0.0
74.15,80.1666666666667,0.0,0.0
74.2333333333333,80.2,0.0,0.0
74.25,80.3666666666667,0.0,0.0
74.3333333333333,80.4666666666667,0.0,0.0
74.6333333333333,80.5333333333334,0.0,0.0
74.6666666666667,80.7666666666667,0.0,0.0
74.85,81.15,0.0,0.0
75.0666666666666,81.3666666666667,0.0,0.0
75.1,81.45,0.0,0.0
75.15,81.8333333333333,0.0,0.0
75.2166666666667,82.35,0.0,0.0
75.4666666666667,82.75,0.0,0.0
75.5833333333333,82.7833333333333,0.0,0.0
75.6,82.8833333333334,0.0,0.0
75.65,83.0666666666667,0.0,0.0
75.85,83.1166666666666,0.0,0.0
75.8833333333333,83.75,0.0,0.0
75.8833333333333,84.3833333333333,0.0,0.0
76.1333333333333,84.65,0.0,0.0
76.15,84.7333333333333,0.0,0.0
76.3166666666667,84.7333333333333,0.0,0.0
76.4166666666667,84.8333333333333,0.0,0.0
76.5,84.9666666666667,0.0,0.0
76.5166666666667,85.0166666666667,0.0,0.0
76.5833333333334,85.45,0.0,0.0
77.25,85.9666666666666,0.0,0.0
77.3166666666666,86.0333333333333,0.0,0.0
77.45,86.2333333333333,0.0,0.0
77.5,86.6833333333333,0.0,0.0
77.75,86.8333333333333,0.0,0.0
77.8333333333333,87.2333333333333,0.0,0.0
78.25,87.85,0.0,0.0
78.2666666666667,87.85,0.0,0.0
78.4166666666667,87.95,0.0,0.0
78.4833333333333,88.2,0.0,0.0
78.6833333333333,88.7,0.0,0.0
78.7833333333333,88.75,0.0,0.0
78.8833333333333,88.95,0.0,0.0
79.2833333333333,89.1166666666667,0.0,0.0
79.2833333333333,89.1333333333333,0.0,0.0
79.3166666666667,90.0833333333333,0.0,0.0
79.3333333333333,90.4333333333333,0.0,0.0
79.3666666666666,90.5166666666667,0.0,0.0
79.4333333333333,91.1,0.0,0.0
79.5666666666667,91.3166666666666,0.0,0.0
79.6333333333333,91.55,0.0,0.0
79.6666666666667,92.5833333333333,0.0,0.0
79.6833333333333,92.6333333333333,0.0,0.0
79.6833333333333,92.7833333333333,0.0,0.0
79.75,92.7833333333333,0.0,0.0
79.7666666666667,93.3,0.0,0.0
79.8166666666666,93.3833333333333,0.0,0.0
79.8333333333333,93.4666666666667,0.0,0.0
79.8333333333333,94.05,0.0,0.0
80.0166666666667,94.1166666666667,0.0,0.0
80.1333333333333,94.2666666666667,0.0,0.0
80.35,94.5,0.0,0.0
80.3666666666666,94.55,0.0,1.0
80.4,94.9666666666667,0.0,1.0
80.4166666666667,95.7833333333333,0.0,1.0
80.45,95.8333333333333,0.0,1.0
80.6833333333333,99.5166666666667,0.0,2.0
80.8,100.15,0.0,2.0
80.8833333333333,100.583333333333,0.0,5.0
80.95,100.833333333333,0.0,7.0
81.1666666666667,102.083333333333,0.0,8.0
81.2833333333333,103.983333333333,0.0,9.0
81.3166666666667,104.333333333333,0.0,13.0
81.7166666666667,104.55,0.0,15.0
81.75,105.1,0.0,23.0
81.8166666666667,105.25,0.0,24.0
82.3666666666667,106.083333333333,0.0,28.0
82.5333333333333,106.3,0.0,31.0
82.7166666666667,106.55,0.0,44.0
82.7333333333333,107.216666666667,0.0,47.0
82.7666666666667,107.7,0.0,57.0
83.0333333333333,109.1,0.0,59.0
83.4333333333334,110.066666666667,0.0,80.0
83.5166666666666,110.233333333333,0.0,81.0
83.7,110.666666666667,0.0,90.0
83.7,111.083333333333,0.0,117.0
83.9666666666667,111.383333333333,0.0,221.0
83.9666666666667,111.816666666667,0.0,263.0
84.5833333333333,113.833333333333,0.0,281.0
84.6166666666667,114.0,0.0,293.0
84.8,115.933333333333,0.0,294.0
85.1,116.25,0.0,294.0
85.5,117.0,0.0,297.0
85.7833333333333,117.8,0.0,312.0
85.8166666666666,117.833333333333,0.0,336.0
85.9666666666667,118.316666666667,0.0,337.0
86.05,118.483333333333,0.0,346.0
86.2833333333333,119.166666666667,0.0,362.0
86.9666666666666,119.266666666667,0.0,396.0
87.05,120.516666666667,0.0,454.0
87.1666666666667,120.6,0.0,507.0
88.2333333333333,122.466666666667,0.0,510.0
88.9333333333334,122.666666666667,0.0,524.0
89.25,122.983333333333,0.0,588.0
89.3,124.383333333333,0.0,592.0
89.7833333333333,125.45,0.0,602.0
89.95,125.65,0.0,604.0
90.3333333333333,126.566666666667,0.0,752.0
90.5666666666667,127.2,0.0,835.0
90.7333333333333,128.0,0.0,847.0
90.9833333333333,128.016666666667,0.0,933.0
92.8,128.15,0.0,935.0
93.6,131.666666666667,0.0,967.0
94.3833333333333,132.833333333333,0.0,1063.0
96.0666666666667,132.933333333333,0.0,1138.0
96.6666666666667,133.266666666667,0.0,1168.0
97.2833333333333,133.85,0.0,1330.0
97.7833333333333,135.033333333333,0.0,1341.0
98.2833333333333,136.283333333333,0.0,1436.0
98.8166666666667,137.016666666667,0.0,1488.0
99.5166666666666,140.2,0.0,1517.0
99.6333333333334,141.233333333333,0.0,1687.0
99.6666666666667,141.316666666667,0.0,1836.0
100.916666666667,141.833333333333,0.0,1886.0
101.383333333333,141.833333333333,1.0,1896.0
101.616666666667,144.233333333333,1.0,1919.0
102.083333333333,144.316666666667,2.0,1927.0
103.383333333333,144.8,5.0,1985.0
103.483333333333,146.533333333333,8.0,1986.0
103.483333333333,146.883333333333,9.0,2107.0
104.0,147.0,16.0,2150.0
104.25,147.816666666667,27.0,2181.0
104.666666666667,148.0,30.0,2237.0
105.016666666667,148.116666666667,34.0,2303.0
105.433333333333,148.383333333333,44.0,2327.0
106.666666666667,149.883333333333,52.0,2336.0
107.2,152.35,76.0,2357.0
107.5,152.666666666667,78.0,2403.0
108.266666666667,153.266666666667,91.0,2427.0
109.85,153.466666666667,94.0,2557.0
109.983333333333,154.416666666667,101.0,2562.0
110.2,154.85,102.0,2653.0
110.65,154.933333333333,110.0,2678.0
111.5,155.8,160.0,2716.0
112.95,156.683333333333,168.0,2981.0
113.6,156.783333333333,179.0,3030.0
113.95,157.416666666667,180.0,3135.0
114.066666666667,157.95,198.0,3163.0
114.9,158.183333333333,251.0,3188.0
115.533333333333,158.266666666667,282.0,3202.0
116.2,158.4,307.0,3252.0
116.966666666667,158.45,329.0,3255.0
117.033333333333,158.55,354.0,3278.0
117.133333333333,159.05,400.0,3338.0
117.95,160.166666666667,415.0,3459.0
118.166666666667,160.666666666667,443.0,3472.0
121.35,160.783333333333,530.0,3495.0
122.683333333333,161.333333333333,553.0,3577.0
123.65,162.316666666667,607.0,3599.0
124.3,162.4,657.0,3715.0
124.7,162.583333333333,672.0,3727.0
127.516666666667,162.966666666667,685.0,3747.0
128.416666666667,163.066666666667,704.0,3801.0
129.966666666667,163.116666666667,763.0,3804.0
132.75,163.766666666667,1074.0,3856.0
135.883333333333,165.266666666667,1142.0,3879.0
136.75,166.016666666667,1311.0,3907.0
138.15,167.683333333333,1544.0,4007.0
138.533333333333,168.65,1548.0,4058.0
138.566666666667,168.833333333333,1595.0,4073.0
138.7,169.116666666667,1598.0,4080.0
138.766666666667,169.516666666667,1702.0,4095.0
140.233333333333,169.95,1732.0,4136.0
141.133333333333,171.916666666667,1749.0,4205.0
143.15,173.2,1957.0,4247.0
145.383333333333,173.666666666667,1967.0,4247.0
145.5,175.7,1968.0,4376.0
146.483333333333,177.1,2167.0,4422.0
146.75,177.316666666667,2224.0,4431.0
147.283333333333,177.966666666667,2257.0,4485.0
149.25,179.533333333333,2260.0,4560.0
149.466666666667,180.316666666667,2695.0,4733.0
151.716666666667,180.583333333333,2706.0,4927.0
151.783333333333,182.516666666667,2754.0,5037.0
152.783333333333,183.05,2774.0,5130.0
153.45,183.5,2801.0,5155.0
154.483333333333,183.783333333333,2890.0,5163.0
154.933333333333,185.066666666667,2908.0,5164.0
155.433333333333,187.166666666667,2996.0,5179.0
158.466666666667,188.516666666667,3086.0,5191.0
158.716666666667,188.583333333333,3154.0,5264.0
159.633333333333,189.883333333333,3329.0,5696.0
159.716666666667,192.35,3597.0,5776.0
161.266666666667,194.133333333333,3692.0,6150.0
163.433333333333,195.683333333333,3736.0,6349.0
163.683333333333,196.666666666667,3757.0,6402.0
163.866666666667,197.933333333333,3766.0,6416.0
164.433333333333,198.9,3781.0,6475.0
164.616666666667,201.116666666667,3791.0,6554.0
165.233333333333,202.383333333333,3796.0,6594.0
165.233333333333,202.516666666667,3831.0,6676.0
166.966666666667,202.683333333333,4165.0,6845.0
168.366666666667,202.866666666667,4182.0,6937.0
169.166666666667,203.616666666667,4198.0,6956.0
170.0,204.433333333333,4239.0,7028.0
171.716666666667,205.083333333333,4341.0,7033.0
173.416666666667,205.166666666667,4401.0,7153.0
173.65,205.683333333333,4425.0,7208.0
174.6,206.433333333333,4450.0,7213.0
174.616666666667,208.283333333333,4454.0,7289.0
174.833333333333,208.366666666667,4524.0,7308.0
175.333333333333,210.5,4545.0,7346.0
176.216666666667,210.583333333333,4582.0,7388.0
176.416666666667,211.25,4739.0,7397.0
177.066666666667,211.733333333333,4785.0,7429.0
180.133333333333,211.933333333333,4984.0,7437.0
180.233333333333,212.6,5008.0,7508.0
180.45,213.633333333333,5072.0,7555.0
184.3,216.033333333333,5197.0,7677.0
184.85,217.5,5262.0,7780.0
186.233333333333,219.433333333333,5267.0,7979.0
186.8,220.6,5423.0,8200.0
187.95,220.866666666667,5453.0,8233.0
188.65,220.95,5656.0,8280.0
189.316666666667,221.483333333333,5667.0,8316.0
192.683333333333,221.766666666667,5683.0,8552.0
194.166666666667,222.083333333333,5742.0,8555.0
195.05,222.15,5858.0,8561.0
195.283333333333,224.933333333333,5905.0,8634.0
195.55,225.05,5980.0,8781.0
195.683333333333,226.033333333333,6051.0,8809.0
198.2,226.75,6099.0,8903.0
198.55,226.883333333333,6280.0,8920.0
201.0,227.466666666667,6309.0,8978.0
201.55,229.5,6365.0,9134.0
201.75,230.183333333333,6447.0,9218.0
201.833333333333,231.2,6566.0,9282.0
201.95,231.566666666667,6717.0,9556.0
202.633333333333,233.816666666667,6718.0,9705.0
203.833333333333,234.066666666667,6829.0,9802.0
204.3,237.466666666667,6839.0,9806.0
204.983333333333,238.15,6847.0,9899.0
205.033333333333,238.866666666667,6898.0,9928.0
206.3,238.933333333333,6942.0,10124.0
207.65,239.15,6945.0,10296.0
208.583333333333,241.75,7049.0,10500.0
208.7,245.65,7144.0,10532.0
209.283333333333,246.816666666667,7295.0,10613.0
210.216666666667,247.383333333333,7346.0,10644.0
210.683333333333,248.2,7498.0,10666.0
211.433333333333,248.383333333333,7675.0,10751.0
211.8,248.416666666667,7741.0,10867.0
212.35,251.233333333333,7840.0,10895.0
212.4,251.566666666667,7867.0,10899.0
214.483333333333,251.633333333333,7872.0,10900.0
215.1,254.6,8010.0,11057.0
218.266666666667,254.966666666667,8048.0,11124.0
218.5,255.45,8098.0,11151.0
223.116666666667,255.95,8161.0,11366.0
225.233333333333,256.0,8325.0,11594.0
226.2,256.95,8618.0,11609.0
226.833333333333,257.25,8650.0,11723.0
227.416666666667,257.616666666667,8682.0,11755.0
231.3,258.483333333333,8866.0,11807.0
231.333333333333,258.733333333333,9031.0,11822.0
235.216666666667,258.85,9259.0,11898.0
235.266666666667,259.083333333333,9342.0,12006.0
235.416666666667,260.933333333333,9435.0,12029.0
235.733333333333,261.366666666667,9542.0,12096.0
236.766666666667,261.383333333333,9656.0,12131.0
236.766666666667,261.95,9756.0,12363.0
239.183333333333,264.183333333333,10365.0,12388.0
242.25,265.266666666667,10371.0,12411.0
245.566666666667,265.283333333333,10378.0,12496.0
246.75,265.7,10453.0,12568.0
247.183333333333,266.683333333333,10569.0,12662.0
249.616666666667,266.8,10647.0,12872.0
250.466666666667,267.133333333333,10736.0,12906.0
250.55,267.966666666667,10801.0,12937.0
253.083333333333,268.033333333333,10863.0,12955.0
253.75,269.933333333333,11004.0,12975.0
257.533333333333,270.833333333333,11154.0,13106.0
260.683333333333,276.966666666667,11246.0,13136.0
261.016666666667,277.816666666667,11578.0,13294.0
262.216666666667,281.966666666667,11651.0,13435.0
262.633333333333,286.433333333333,11689.0,13482.0
263.816666666667,286.466666666667,11709.0,13686.0
264.05,289.466666666667,11797.0,14109.0
266.35,293.716666666667,12124.0,14199.0
266.483333333333,294.033333333333,12197.0,14612.0
266.566666666667,295.183333333333,12278.0,14653.0
