 62.86666667 	 114.30000000 
 69.26666667 	 353.86666667 
159.43333333 	 235.10000000 
216.53333333 	  88.10000000 
218.60000000 	 134.70000000 
 70.26666667 	  73.33333333 
193.76666667 	 104.10000000 
229.96666667 	  93.50000000 
184.03333333 	  64.30000000 
160.40000000 	 122.93333333 
 70.76666667 	  64.96666667 
346.83333333 	  84.06666667 
234.83333333 	 122.73333333 
351.60000000 	 403.76666667 
271.33333333 	 194.50000000 
160.03333333 	 100.40000000 
 92.53333333 	 370.23333333 
159.70000000 	 255.56666667 
 71.80000000 	 296.46666667 
160.66666667 	 264.40000000 
 68.73333333 	  64.23333333 
146.20000000 	  73.73333333 
165.13333333 	 107.23333333 
174.03333333 	 290.16666667 
260.30000000 	 250.76666667 
 76.96666667 	  73.66666667 
285.40000000 	 369.70000000 
 64.30000000 	 205.10000000 
174.53333333 	 182.53333333 
186.43333333 	 123.30000000 
247.06666667 	 212.46666667 
100.90000000 	 458.30000000 
197.93333333 	 242.20000000 
 93.90000000 	 105.06666667 
307.53333333 	 121.30000000 
135.10000000 	  67.16666667 
126.40000000 	 230.23333333 
150.60000000 	 255.00000000 
132.06666667 	 459.20000000 
 95.73333333 	 226.23333333 
 67.46666667 	  63.40000000 
 87.23333333 	 155.03333333 
207.06666667 	 113.53333333 
188.90000000 	 193.03333333 
 80.46666667 	 229.30000000 
 65.96666667 	 245.53333333 
137.30000000 	 154.30000000 
438.20000000 	 106.40000000 
 84.26666667 	 228.53333333 
126.10000000 	 132.53333333 
  0.00000000 	 230.00000000 
  0.00000000 	 22014.00000000 
3858.00000000 	 10021.00000000 
8215.00000000 	   0.00000000 
8841.00000000 	 1496.00000000 
  0.00000000 	   0.00000000 
6893.00000000 	   6.00000000 
8696.00000000 	   2.00000000 
5630.00000000 	   0.00000000 
4116.00000000 	 769.00000000 
  0.00000000 	   0.00000000 
19719.00000000 	   0.00000000 
10418.00000000 	 690.00000000 
19554.00000000 	 28048.00000000 
13801.00000000 	 6573.00000000 
4169.00000000 	   0.00000000 
  0.00000000 	 20009.00000000 
2907.00000000 	 12036.00000000 
  0.00000000 	 15744.00000000 
3088.00000000 	 12227.00000000 
  0.00000000 	   0.00000000 
2206.00000000 	   0.00000000 
3422.00000000 	  45.00000000 
5196.00000000 	 14345.00000000 
12869.00000000 	 11322.00000000 
  0.00000000 	   0.00000000 
14946.00000000 	 20716.00000000 
  0.00000000 	 7325.00000000 
3765.00000000 	 5801.00000000 
5189.00000000 	 733.00000000 
11997.00000000 	 8207.00000000 
  3.00000000 	 31604.00000000 
7391.00000000 	 9930.00000000 
  0.00000000 	  35.00000000 
16357.00000000 	 958.00000000 
1555.00000000 	   0.00000000 
880.00000000 	 9972.00000000 
2979.00000000 	 11460.00000000 
1094.00000000 	 27209.00000000 
  1.00000000 	 10236.00000000 
  0.00000000 	   0.00000000 
  0.00000000 	 2576.00000000 
7417.00000000 	 190.00000000 
6498.00000000 	 5354.00000000 
  0.00000000 	 10832.00000000 
  0.00000000 	 13029.00000000 
1662.00000000 	 4113.00000000 
30361.00000000 	  18.00000000 
  0.00000000 	 11024.00000000 
905.00000000 	 1449.00000000 
