170.03,5665,40087
114.33,179,38852
282.27,13988,46236
211.97,8628,45804
253.37,11494,45991
123.53,901,42324
155.07,4170,40241
330.2,18901,49784
116.2,558,43042
109.23,130,41154
161.3,4623,48620
171.43,6117,46357
384.8,22373,50827
314.5,18763,50917
83.933,0,34145
213.4,8849,48292
206.83,12361,56140
134.43,2634,46081
316.5,16999,49126
177.3,5670,41718
430.33,24676,49983
108.3,92,28593
353.53,23167,49619
209.9,7326,42219
133.83,1865,42295
323.63,20551,52011
186.4,6849,47996
196.17,6062,39470
141.6,1287,40505
151.8,2928,39664
124.7,482,39661
127.63,935,40181
227.9,10279,44775
224.93,10657,47237
370.43,22393,48001
154.03,2350,41466
143.63,5337,50254
228.77,13687,56095
285.4,15315,47750
103.47,0,32422
124.47,1159,42893
113.1,334,42310
245.33,10979,43815
149.87,2843,45924
96.833,0,33984
136.6,3093,46272
133.67,1466,39539
101.93,6,31948
189.03,4619,50542
337.27,19365,49430
147.17,2885,39717
242.83,9927,49928
486.7,25629,47189
241.1,12742,49523
411.53,23645,51353
156.7,3101,33926
124.83,971,38006
145.87,1663,39786
323.97,16987,47172
213.07,8425,40550
168.27,4310,40725
137.07,3643,48642
197.83,8441,51094
227.37,9422,46158
139.75,844,37217
141.97,2034,47322
120.87,433,41687
212.63,8167,47774
175.33,5620,42238
141.7,2306,38325
88.8,0,21879
181.77,6233,45179
192.57,8886,41949
168.9,3040,36125
104.17,28,30474
111.13,155,36121
271.7,14892,52950
307.57,17815,55326
244.9,10986,52576
261.3,15669,46443
282.5,16098,48267
146.37,2418,45627
133.97,1966,43061
240.8,12287,54066
139.77,2459,44430
183.83,5195,39057
305.47,19667,51030
130.93,1405,43083
172.03,4821,46698
302.17,16894,50485
112.13,151,34251
154.53,4507,47231
136.6,1331,40521
337.67,18900,50398
168.03,5186,47742
168.43,5038,44279
214.53,8100,40108
347.67,20505,57156
150.83,2156,39842
200.97,11175,55757
257.97,13529,57312
128.1,1477,32504
141.57,2463,45150
105.47,18,33743
176.9,5175,40557
216.97,11038,55135
103.63,26,30206
122.63,567,37431
264.37,14423,51020
242.87,13828,48089
211.27,9023,43096
184.33,6751,44665
109.23,133,29402
279.1,15743,53005
208.3,8725,46544
167.13,7031,56894
109.7,64,33378
279.77,17762,55810
172.47,4391,42353
180.37,6306,38826
113.37,271,34582
88.133,0,28861
235.63,10897,45026
184.8,7399,44879
131.37,1342,35914
99.1,0,32920
114.33,303,37817
166.3,5235,47352
169.27,3625,39445
114.2,170,34336
188.53,6722,41465
257,12754,45377
127.43,573,38105
140.6,1823,39144
165.5,3407,39957
85.8,0,27306
213,9641,47426
276.77,15623,48661
115.6,323,33854
114.94,116,39690
175.07,5526,44190
88.367,0,24613
264.67,16745,54225
131.9,698,35654
139.9,1640,43883
200.43,7907,41884
146.23,2355,37800
179.97,5909,50235
402.27,27269,59659
482.1,29391,52043
208.9,8798,44741
163.3,2813,39188
99.333,3,36363
161.87,3813,40618
115.1,223,37215
189.13,8942,53330
328.4,21884,57869
108.67,112,41381
215.37,10491,46254
85.1,0,32266
257.33,14260,47711
150.17,4323,39772
